"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","時価総額(百万円)"
"7189","西日本フィナンシャルＨＬＤＧ","東P","2064","-32.0(-1.53%)","2,064.0","304,221"
"7198","ＳＢＩアルヒ","東P","846","-1.0(-0.12%)","846.0","37,826"
"7199","プレミアグループ","東P","2280","-10.0(-0.44%)","2,280.0","92,273"
"7201","日産自動車","東P","431.6","-7.9(-1.80%)","431.6","1,602,962"
"7202","いすゞ自動車","東P","2011.5","+0.5(+0.02%)","2,011.5","1,510,382"
"7203","トヨタ自動車","東P","2746.5","-57.5(-2.05%)","2,746.5","43,380,940"
"7205","日野自動車","東P","511.5","+16.0(+3.23%)","511.5","293,898"
"7211","三菱自動車工業","東P","410.1","-7.4(-1.77%)","410.1","598,942"
"7220","武蔵精密工業","東P","2805","-36.0(-1.27%)","2,805.0","183,887"
"7224","新明和工業","東P","1394","-1.0(-0.07%)","1,394.0","97,580"
"7226","極東開発工業","東P","2522","-20.0(-0.79%)","2,522.0","101,258"
"7231","トピー工業","東P","2145","+15.0(+0.70%)","2,145.0","51,646"
"7236","ティラド","東P","3575","-35.0(-0.97%)","3,575.0","23,568"
"7238","曙ブレーキ工業","東P","121","+4.0(+3.42%)","121.0","33,124"
"7239","タチエス","東P","1795","-13.0(-0.72%)","1,795.0","63,261"
"7240","ＮＯＫ","東P","2359.5","-10.0(-0.42%)","2,359.5","408,520"
"7241","フタバ産業","東P","769","-19.0(-2.41%)","769.0","68,888"
"7242","カヤバ","東P","2965","-5.0(-0.17%)","2,965.0","149,640"
"7244","市光工業","東P","412","-4.0(-0.96%)","412.0","39,702"
"7245","大同メタル工業","東P","511","-1.0(-0.20%)","511.0","24,283"
"7246","プレス工業","東P","572","-6.0(-1.04%)","572.0","59,810"
"7250","太平洋工業","東P","1410","-16.0(-1.12%)","1,410.0","86,451"
"7259","アイシン","東P","1764.0","-2.0(-0.11%)","1,764.0","1,427,118"
"7261","マツダ","東P","1009.0","-22.5(-2.18%)","1,009.0","637,490"
"7267","本田技研工業","東P","1380.5","-37.0(-2.61%)","1,380.5","7,289,040"
"7269","スズキ","東P","1910.0","-16.5(-0.86%)","1,910.0","3,752,359"
"7270","ＳＵＢＡＲＵ","東P","2755.0","-56.0(-1.99%)","2,755.0","2,019,573"
"7272","ヤマハ発動機","東P","1205.0","-3.0(-0.25%)","1,205.0","1,236,757"
"7276","小糸製作所","東P","1920.5","-39.5(-2.02%)","1,920.5","591,194"
"7278","エクセディ","東P","4805","+15.0(+0.31%)","4,805.0","233,493"
"7280","ミツバ","東P","804","-21.0(-2.55%)","804.0","36,648"
"7282","豊田合成","東P","2680.0","-49.5(-1.81%)","2,680.0","342,006"
"7283","愛三工業","東P","1943","-7.0(-0.36%)","1,943.0","123,140"
"7294","ヨロズ","東P","1023","-35.0(-3.31%)","1,023.0","25,632"
"7296","エフ・シー・シー","東P","3205","-55.0(-1.69%)","3,205.0","166,841"
"7309","シマノ","東P","20500.0","+0.0(+0.00%)","20,500.0","1,826,960"
"7313","テイ・エス　テック","東P","1734.5","-8.0(-0.46%)","1,734.5","235,892"
"7322","三十三ＦＧ","東P","2379","+1.0(+0.04%)","2,379.0","62,253"
"7327","第四北越ＦＧ","東P","2824","-48.0(-1.67%)","2,824.0","259,486"
"7337","ひろぎんＨＬＤＧ","東P","1205.0","-16.5(-1.35%)","1,205.0","372,075"
"7347","マーキュリアＨＬＤＧ","東P","744","-7.0(-0.93%)","744.0","16,033"
"7350","おきなわＦＧ","東P","2583","-32.0(-1.22%)","2,583.0","59,452"
"7354","ＤｍＭＩＸ","東P","291","+8.0(+2.83%)","291.0","13,829"
"7366","ＬＩＴＡＬＩＣＯ","東P","1184","+22.0(+1.89%)","1,184.0","42,283"
"7380","十六ＦＧ","東P","4630","-5.0(-0.11%)","4,630.0","175,589"
"7381","北國フィナンシャルＨＬＤＧ","東P","5330","-10.0(-0.19%)","5,330.0","124,768"
"7383","ネットプロテクションズＨＬＤＧ","東P","481","-10.0(-2.04%)","481.0","46,925"
"7384","プロクレアＨＬＤＧ","東P","1764","-8.0(-0.45%)","1,764.0","50,554"
"7388","ＦＰパートナー","東P","2257","-19.0(-0.83%)","2,257.0","51,830"
"7389","あいちＦＧ","東P","2820","+24.0(+0.86%)","2,820.0","138,532"
"7408","ジャムコ","東P","1789","-5.0(-0.28%)","1,789.0","48,060"
"7414","小野建","東P","1491","+11.0(+0.74%)","1,491.0","38,578"
"7419","ノジマ","東P","2339","+0.0(+0.00%)","2,339.0","239,933"
"7420","佐鳥電機","東P","1673","-12.0(-0.71%)","1,673.0","30,025"
"7421","カッパ・クリエイト","東P","1460","-2.0(-0.14%)","1,460.0","72,145"
"7433","伯東","東P","4540","-15.0(-0.33%)","4,540.0","105,043"
"7438","コンドーテック","東P","1338","-17.0(-1.25%)","1,338.0","35,249"
"7447","ナガイレーベン","東P","1817","-47.0(-2.52%)","1,817.0","64,932"
"7453","良品計画","東P","3927.0","-55.0(-1.38%)","3,927.0","1,102,623"
"7456","松田産業","東P","3225","-20.0(-0.62%)","3,225.0","86,780"
"7458","第一興商","東P","1609.0","-13.5(-0.83%)","1,609.0","176,135"
"7459","メディパルＨＬＤＧ","東P","2278.0","+4.0(+0.18%)","2,278.0","499,397"
"7466","ＳＰＫ","東P","2109","-13.0(-0.61%)","2,109.0","22,047"
"7467","萩原電気ＨＬＤＧ","東P","3420","-10.0(-0.29%)","3,420.0","34,604"
"7475","アルビス","東P","2627","+2.0(+0.08%)","2,627.0","24,315"
"7476","アズワン","東P","2481.0","-1.5(-0.06%)","2,481.0","197,866"
"7482","シモジマ","東P","1315","-3.0(-0.23%)","1,315.0","31,097"
"7483","ドウシシャ","東P","2067","+7.0(+0.34%)","2,067.0","77,255"
"7504","高速","東P","2133","-60.0(-2.74%)","2,133.0","44,774"
"7508","Ｇ―７ＨＬＤＧ","東P","1285","-16.0(-1.23%)","1,285.0","56,632"
"7510","たけびし","東P","1914","+4.0(+0.21%)","1,914.0","30,636"
"7513","コジマ","東P","1018","+2.0(+0.20%)","1,018.0","79,315"
"7516","コーナン商事","東P","3605","+0.0(+0.00%)","3,605.0","125,029"
"7518","ネットワンシステムズ","東P","4482.0","-1.0(-0.02%)","4,482.0","359,944"
"7520","エコス","東P","1995","-5.0(-0.25%)","1,995.0","23,240"
"7522","ワタミ","東P","1042","+49.0(+4.93%)","1,042.0","44,478"
"7525","リックス","東P","2990","+70.0(+2.40%)","2,990.0","25,834"
"7532","パン・パシフィック・インターナ","東P","4107.0","-140.0(-3.30%)","4,107.0","2,608,514"
"7537","丸文","東P","1037","-7.0(-0.67%)","1,037.0","29,089"
"7545","西松屋チェーン","東P","2237","-34.0(-1.50%)","2,237.0","155,670"
"7550","ゼンショーＨＬＤＧ","東P","7880.0","-57.0(-0.72%)","7,880.0","1,266,578"
"7552","ハピネット","東P","4925","-105.0(-2.09%)","4,925.0","118,446"
"7554","幸楽苑","東P","1095","+24.0(+2.24%)","1,095.0","22,812"
"7575","日本ライフライン","東P","1599","-5.0(-0.31%)","1,599.0","121,138"
"7581","サイゼリヤ","東P","4475","-25.0(-0.56%)","4,475.0","233,919"
"7593","ＶＴ　ＨＬＤＧ","東P","493","+0.0(+0.00%)","493.0","60,432"
"7595","アルゴグラフィックス","東P","5210","-240.0(-4.40%)","5,210.0","116,464"
"7596","魚力","東P","2436","+11.0(+0.45%)","2,436.0","35,614"
"7599","ＩＤＯＭ","東P","1147","-6.0(-0.52%)","1,147.0","122,601"
"7600","日本エム・ディ・エム","東P","608","-5.0(-0.82%)","608.0","16,097"
"7605","フジ・コーポレーション","東P","1897","-22.0(-1.15%)","1,897.0","34,915"
"7606","ユナイテッドアローズ","東P","2197","-61.0(-2.70%)","2,197.0","66,379"
"7607","進和","東P","2858","+2.0(+0.07%)","2,858.0","41,199"
"7609","ダイトロン","東P","3280","-35.0(-1.06%)","3,280.0","36,592"
"7611","ハイデイ日高","東P","2738","+5.0(+0.18%)","2,738.0","104,447"
"7613","シークス","東P","1067","+5.0(+0.47%)","1,067.0","53,777"
"7616","コロワイド","東P","1723.5","+18.0(+1.06%)","1,723.5","183,473"
"7628","オーハシテクニカ","東P","1955","-25.0(-1.26%)","1,955.0","25,788"
"7630","壱番屋","東P","959","-3.0(-0.31%)","959.0","153,085"
"7637","白銅","東P","2315","+9.0(+0.39%)","2,315.0","26,260"
"7649","スギＨＬＤＧ","東P","2727.0","+26.5(+0.98%)","2,727.0","518,110"
"7679","薬王堂ＨＬＤＧ","東P","1879","+4.0(+0.21%)","1,879.0","37,092"
"7683","ダブルエー","東P","1239","+2.0(+0.16%)","1,239.0","23,634"
"7701","島津製作所","東P","3926.0","-29.0(-0.73%)","3,926.0","1,162,372"
"7715","長野計器","東P","2011","+15.0(+0.75%)","2,011.0","39,080"
"7717","ブイ・テクノロジー","東P","2336","+54.0(+2.37%)","2,336.0","23,495"
"7718","スター精密","東P","1934","+57.0(+3.04%)","1,934.0","80,015"
"7721","東京計器","東P","3470","-5.0(-0.14%)","3,470.0","59,255"
"7723","愛知時計電機","東P","1815","+13.0(+0.72%)","1,815.0","27,987"
"7725","インターアクション","東P","1189","+43.0(+3.75%)","1,189.0","13,686"
"7729","東京精密","東P","9105.0","+175.0(+1.96%)","9,105.0","383,904"
"7730","マニー","東P","1419.0","-27.0(-1.87%)","1,419.0","151,838"
"7731","ニコン","東P","1532.5","+0.5(+0.03%)","1,532.5","538,638"
"7732","トプコン","東P","2861.5","+53.5(+1.91%)","2,861.5","310,137"
"7733","オリンパス","東P","2006.0","-51.5(-2.50%)","2,006.0","2,285,067"
"7734","理研計器","東P","2945","+0.0(+0.00%)","2,945.0","139,363"
"7735","ＳＣＲＥＥＮ　ＨＬＤＧ","東P","11465.0","+650.0(+6.01%)","11,465.0","1,164,726"
"7739","キヤノン電子","東P","2496","-31.0(-1.23%)","2,496.0","105,348"
"7740","タムロン","東P","3835","-95.0(-2.42%)","3,835.0","176,410"
"7741","ＨＯＹＡ","東P","18555.0","-485.0(-2.55%)","18,555.0","6,417,417"
"7743","シード","東P","504","-5.0(-0.98%)","504.0","15,254"
"7744","ノーリツ鋼機","東P","4770","-25.0(-0.52%)","4,770.0","172,630"
"7745","Ａ＆ＤホロンＨＬＤＧ","東P","2029","-40.0(-1.93%)","2,029.0","56,498"
"7747","朝日インテック","東P","2769.0","+31.5(+1.15%)","2,769.0","752,153"
"7751","キヤノン","東P","5169.0","+25.0(+0.49%)","5,169.0","6,894,221"
"7752","リコー","東P","1539.5","-25.0(-1.60%)","1,539.5","877,104"
"7762","シチズン時計","東P","893","+2.0(+0.22%)","893.0","219,678"
"7769","リズム","東P","3635","-175.0(-4.59%)","3,635.0","30,480"
"7780","メニコン","東P","1393","+34.0(+2.50%)","1,393.0","106,768"
"7817","パラマウントベッドＨＬＤＧ","東P","2694","+3.0(+0.11%)","2,694.0","155,171"
"7818","トランザクション","東P","2106","+33.0(+1.59%)","2,106.0","61,865"
"7820","ニホンフラッシュ","東P","806","+0.0(+0.00%)","806.0","20,198"
"7821","前田工繊","東P","1811","-34.0(-1.84%)","1,811.0","123,294"
"7826","フルヤ金属","東P","3005","+5.0(+0.17%)","3,005.0","76,296"
"7832","バンダイナムコＨＬＤＧ","東P","4934.0","-16.0(-0.32%)","4,934.0","3,256,440"
"7839","ＳＨＯＥＩ","東P","1934","-6.0(-0.31%)","1,934.0","103,882"
"7840","フランスベッドＨＬＤＧ","東P","1284","-11.0(-0.85%)","1,284.0","49,302"
"7844","マーベラス","東P","532","+0.0(+0.00%)","532.0","33,099"
"7846","パイロットコーポレーション","東P","4293.0","+39.0(+0.92%)","4,293.0","175,606"
"7856","萩原工業","東P","1510","-3.0(-0.20%)","1,510.0","22,495"
"7860","エイベックス","東P","1296","-24.0(-1.82%)","1,296.0","59,347"
"7864","フジシールインターナショナル","東P","2772","-33.0(-1.18%)","2,772.0","166,769"
"7867","タカラトミー","東P","3951.0","-164.0(-3.99%)","3,951.0","369,879"
"7868","広済堂ＨＬＤＧ","東P","496","-10.0(-1.98%)","496.0","71,487"
"7874","レック","東P","1265","-14.0(-1.09%)","1,265.0","48,279"
"7888","三光合成","東P","680","+2.0(+0.29%)","680.0","20,868"
"7893","プロネクサス","東P","1281","-6.0(-0.47%)","1,281.0","35,505"
"7911","ＴＯＰＰＡＮＨＬＤＧ","東P","4604.0","-238.0(-4.92%)","4,604.0","1,467,323"
"7912","大日本印刷","東P","2166.5","-3.5(-0.16%)","2,166.5","1,201,282"
"7914","共同印刷","東P","4350","+0.0(+0.00%)","4,350.0","36,410"
"7915","ＮＩＳＳＨＡ","東P","1409","-17.0(-1.19%)","1,409.0","71,656"
"7917","ＺＡＣＲＯＳ","東P","4195","+0.0(+0.00%)","4,195.0","80,828"
"7921","ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ","東P","3180","+85.0(+2.75%)","3,180.0","41,827"
"7925","前澤化成工業","東P","1788","-1.0(-0.06%)","1,788.0","28,129"
"7931","未来工業","東P","3465","-35.0(-1.00%)","3,465.0","88,729"
"7936","アシックス","東P","3585.0","-132.0(-3.55%)","3,585.0","2,722,744"
"7942","ＪＳＰ","東P","2073","+4.0(+0.19%)","2,073.0","65,120"
"7943","ニチハ","東P","3040","-5.0(-0.16%)","3,040.0","113,466"
"7944","ローランド","東P","3815","-115.0(-2.93%)","3,815.0","107,442"
"7947","エフピコ","東P","2980","+22.0(+0.74%)","2,980.0","252,014"
"7949","小松ウオール工業","東P","1505","-5.0(-0.33%)","1,505.0","29,682"
"7951","ヤマハ","東P","1079.5","+6.0(+0.56%)","1,079.5","573,214"
"7952","河合楽器製作所","東P","3210","+25.0(+0.78%)","3,210.0","28,927"
"7955","クリナップ","東P","658","+3.0(+0.46%)","658.0","24,637"
"7956","ピジョン","東P","1663.0","+21.0(+1.28%)","1,663.0","202,310"
"7958","天馬","東P","2690","+42.0(+1.59%)","2,690.0","60,022"
"7962","キングジム","東P","855","-6.0(-0.70%)","855.0","26,898"
"7965","象印マホービン","東P","1569","-23.0(-1.44%)","1,569.0","113,909"
"7966","リンテック","東P","2903","-12.0(-0.41%)","2,903.0","210,435"
"7970","信越ポリマー","東P","1574","-11.0(-0.69%)","1,574.0","130,049"
"7972","イトーキ","東P","1754","+3.0(+0.17%)","1,754.0","93,634"
"7974","任天堂","東P","11775.0","+325.0(+2.84%)","11,775.0","15,292,075"
"7976","三菱鉛筆","東P","2655","+44.0(+1.69%)","2,655.0","162,068"
"7979","松風","東P","2216","-74.0(-3.23%)","2,216.0","79,307"
"7981","タカラスタンダード","東P","1782","-14.0(-0.78%)","1,782.0","121,795"
"7984","コクヨ","東P","2965.0","+48.0(+1.65%)","2,965.0","343,177"
"7988","ニフコ","東P","3677.0","+23.0(+0.63%)","3,677.0","368,645"
"7989","立川ブラインド工業","東P","1454","+22.0(+1.54%)","1,454.0","30,190"
"7990","グローブライド","東P","1905","-21.0(-1.09%)","1,905.0","45,720"
"7994","オカムラ","東P","2023","-18.0(-0.88%)","2,023.0","203,556"
"7995","バルカー","東P","3305","+20.0(+0.61%)","3,305.0","61,766"
"8001","伊藤忠商事","東P","6218.0","-155.0(-2.43%)","6,218.0","9,854,846"
"8002","丸紅","東P","2293.0","-11.0(-0.48%)","2,293.0","3,808,118"
"8005","スクロール","東P","1063","-13.0(-1.21%)","1,063.0","37,310"
"8007","高島","東P","1320","+7.0(+0.53%)","1,320.0","22,787"
"8008","ヨンドシーＨＬＤＧ","東P","1845","-8.0(-0.43%)","1,845.0","44,891"
"8011","三陽商会","東P","2836","-14.0(-0.49%)","2,836.0","35,799"
"8012","長瀬産業","東P","2756.5","-2.5(-0.09%)","2,756.5","316,745"
"8014","蝶理","東P","3140","-30.0(-0.95%)","3,140.0","79,453"
"8015","豊田通商","東P","2449.5","-34.5(-1.39%)","2,449.5","2,601,785"
"8016","オンワードＨＬＤＧ","東P","561","-10.0(-1.75%)","561.0","88,594"
"8020","兼松","東P","2516.0","+36.0(+1.45%)","2,516.0","212,603"
"8022","美津濃","東P","8250","-140.0(-1.67%)","8,250.0","219,270"
"8031","三井物産","東P","2721.0","-40.5(-1.47%)","2,721.0","8,079,484"
"8032","日本紙パルプ商事","東P","601","+4.0(+0.67%)","601.0","90,280"
"8035","東京エレクトロン","東P","25995.0","+865.0(+3.44%)","25,995.0","12,260,092"
"8037","カメイ","東P","1920","+33.0(+1.75%)","1,920.0","72,177"
"8043","スターゼン","東P","2918","+14.0(+0.48%)","2,918.0","56,967"
"8050","セイコーグループ","東P","5000","-80.0(-1.57%)","5,000.0","207,021"
"8051","山善","東P","1277","-4.0(-0.31%)","1,277.0","121,705"
"8052","椿本興業","東P","2130","-47.0(-2.16%)","2,130.0","41,522"
"8053","住友商事","東P","3273.0","-33.0(-1.00%)","3,273.0","3,963,927"
"8056","ＢＩＰＲＯＧＹ","東P","4366.0","+25.0(+0.58%)","4,366.0","439,497"
"8057","内田洋行","東P","7020","-60.0(-0.85%)","7,020.0","73,144"
"8058","三菱商事","東P","2378.5","-41.5(-1.71%)","2,378.5","9,567,257"
"8059","第一実業","東P","2415","-48.0(-1.95%)","2,415.0","80,321"
"8060","キヤノンマーケティングジャパン","東P","5096.0","-44.0(-0.86%)","5,096.0","566,064"
"8061","西華産業","東P","4455","-140.0(-3.05%)","4,455.0","54,888"
"8065","佐藤商事","東P","1490","-6.0(-0.40%)","1,490.0","32,481"
"8070","東京産業","東P","728","+5.0(+0.69%)","728.0","20,878"
"8074","ユアサ商事","東P","4545","-35.0(-0.76%)","4,545.0","100,444"
"8075","神鋼商事","東P","5950","-60.0(-1.00%)","5,950.0","52,720"
"8078","阪和興業","東P","5040","+55.0(+1.10%)","5,040.0","213,357"
"8079","正栄食品工業","東P","3800","-40.0(-1.04%)","3,800.0","64,980"
"8081","カナデン","東P","1491","-21.0(-1.39%)","1,491.0","35,188"
"8084","ＲＹＯＤＥＮ","東P","2424","-28.0(-1.14%)","2,424.0","55,328"
"8086","ニプロ","東P","1332.5","-8.0(-0.60%)","1,332.5","228,470"
"8088","岩谷産業","東P","1582.5","-2.5(-0.16%)","1,582.5","370,695"
"8091","ニチモウ","東P","1966","+0.0(+0.00%)","1,966.0","17,711"
"8093","極東貿易","東P","1693","-26.0(-1.51%)","1,693.0","21,995"
"8095","アステナＨＬＤＧ","東P","441","-3.0(-0.68%)","441.0","18,073"
"8097","三愛オブリ","東P","1774","-12.0(-0.67%)","1,774.0","117,084"
"8098","稲畑産業","東P","3130","-5.0(-0.16%)","3,130.0","171,255"
"8101","ＧＳＩクレオス","東P","2104","-25.0(-1.17%)","2,104.0","26,573"
"8103","明和産業","東P","722","+2.0(+0.28%)","722.0","29,120"
"8111","ゴールドウイン","東P","7359.0","-77.0(-1.04%)","7,359.0","349,171"
"8113","ユニ・チャーム","東P","1135.0","+7.5(+0.67%)","1,135.0","2,113,941"
"8125","ワキタ","東P","1725","-14.0(-0.81%)","1,725.0","89,737"
"8129","東邦ＨＬＤＧ","東P","4243.0","+41.0(+0.98%)","4,243.0","324,298"
"8130","サンゲツ","東P","2947","-7.0(-0.24%)","2,947.0","174,462"
"8132","シナネンＨＬＤＧ","東P","6310","+120.0(+1.94%)","6,310.0","75,383"
"8133","伊藤忠エネクス","東P","1621","-4.0(-0.25%)","1,621.0","189,464"
"8136","サンリオ","東P","6887.0","-293.0(-4.08%)","6,887.0","1,758,997"
"8137","サンワテクノス","東P","2192","-20.0(-0.90%)","2,192.0","35,168"
"8141","新光商事","東P","992","-9.0(-0.90%)","992.0","37,706"
"8142","トーホー","東P","2692","-23.0(-0.85%)","2,692.0","29,645"
"8150","三信電気","東P","2014","+9.0(+0.45%)","2,014.0","32,791"
"8151","東陽テクニカ","東P","1428","-6.0(-0.42%)","1,428.0","37,249"
"8153","モスフードサービス","東P","3585","+25.0(+0.70%)","3,585.0","114,756"
"8154","加賀電子","東P","2775","-28.0(-1.00%)","2,775.0","159,297"
"8157","都築電気","東P","2420","-18.0(-0.74%)","2,420.0","48,830"
"8158","ソーダニッカ","東P","1129","-13.0(-1.14%)","1,129.0","25,931"
"8159","立花エレテック","東P","2602","-31.0(-1.18%)","2,602.0","65,116"
"8160","木曽路","東P","2176","+10.0(+0.46%)","2,176.0","62,112"
"8163","ＳＲＳ　ＨＬＤＧ","東P","1239","-5.0(-0.40%)","1,239.0","51,382"
"8167","リテールパートナーズ","東P","1242","-1.0(-0.08%)","1,242.0","57,934"
"8173","上新電機","東P","2213","-50.0(-2.21%)","2,213.0","61,964"
"8174","日本瓦斯","東P","2210.5","+1.0(+0.05%)","2,210.5","249,405"
"8179","ロイヤルＨＬＤＧ","東P","2384","-12.0(-0.50%)","2,384.0","118,871"
"8185","チヨダ","東P","1140","+13.0(+1.15%)","1,140.0","44,015"
"8194","ライフコーポレーション","東P","3650","-15.0(-0.41%)","3,650.0","180,495"
"8200","リンガーハット","東P","2268","+7.0(+0.31%)","2,268.0","59,122"
"8203","ＭｒＭａｘＨＤ","東P","683","+1.0(+0.15%)","683.0","27,054"
"8214","ＡＯＫＩ　ＨＬＤＧ","東P","1280","-10.0(-0.78%)","1,280.0","110,911"
"8217","オークワ","東P","777","-8.0(-1.02%)","777.0","32,585"
"8218","コメリ","東P","2884","+14.0(+0.49%)","2,884.0","156,916"
"8219","青山商事","東P","2103","-40.0(-1.87%)","2,103.0","105,979"
"8227","しまむら","東P","8953.0","-117.0(-1.29%)","8,953.0","660,970"
"8233","高島屋","東P","1269.5","+7.0(+0.55%)","1,269.5","415,958"
"8237","松屋","東P","1037","-16.0(-1.52%)","1,037.0","55,261"
"8242","エイチ・ツー・オー　リテイリン","東P","2312.0","-20.0(-0.86%)","2,312.0","289,466"
"8252","丸井グループ","東P","2603.5","-8.0(-0.31%)","2,603.5","543,247"
"8253","クレディセゾン","東P","3671.0","-32.0(-0.86%)","3,671.0","680,768"
"8255","アクシアル　リテイリング","東P","961","-2.0(-0.21%)","961.0","89,904"
"8267","イオン","東P","3667.0","+8.0(+0.22%)","3,667.0","3,197,348"
"8273","イズミ","東P","3007.0","-11.0(-0.36%)","3,007.0","215,497"
"8276","平和堂","東P","2410","+32.0(+1.35%)","2,410.0","124,227"
"8278","フジ","東P","2050","-1.0(-0.05%)","2,050.0","178,057"
"8279","ヤオコー","東P","9247.0","-26.0(-0.28%)","9,247.0","387,396"
"8281","ゼビオＨＬＤＧ","東P","1254","-1.0(-0.08%)","1,254.0","60,080"
"8282","ケーズＨＬＤＧ","東P","1406.0","-4.0(-0.28%)","1,406.0","267,140"
"8283","ＰＡＬＴＡＣ","東P","4015.0","+4.0(+0.10%)","4,015.0","252,945"
"8304","あおぞら銀行","東P","2228.0","-22.0(-0.98%)","2,228.0","311,451"
"8306","三菱ＵＦＪ　ＦＧ","東P","2009.0","-13.0(-0.64%)","2,009.0","24,244,029"
"8308","りそなＨＬＤＧ","東P","1248.5","+14.5(+1.18%)","1,248.5","2,880,461"
"8309","三井住友トラストグループ","東P","3913.0","-1.0(-0.03%)","3,913.0","2,822,664"
"8316","三井住友ＦＧ","東P","3994.0","+85.0(+2.17%)","3,994.0","15,674,577"
"8331","千葉銀行","東P","1366.5","-11.5(-0.83%)","1,366.5","1,114,410"
"8334","群馬銀行","東P","1062.5","-19.5(-1.80%)","1,062.5","441,881"
"8336","武蔵野銀行","東P","3255","-55.0(-1.66%)","3,255.0","108,735"
"8337","千葉興業銀行","東P","1522","-21.0(-1.36%)","1,522.0","94,702"
"8338","筑波銀行","東P","257","-2.0(-0.77%)","257.0","21,216"
"8341","七十七銀行","東P","4586.0","-29.0(-0.63%)","4,586.0","351,543"
"8343","秋田銀行","東P","2273","-37.0(-1.60%)","2,273.0","41,127"
"8344","山形銀行","東P","1435","+3.0(+0.21%)","1,435.0","46,638"
"8345","岩手銀行","東P","3200","-30.0(-0.93%)","3,200.0","59,193"
"8346","東邦銀行","東P","317","-2.0(-0.63%)","317.0","80,042"
"8354","ふくおかＦＧ","東P","4059.0","-16.0(-0.39%)","4,059.0","775,830"
"8358","スルガ銀行","東P","1334","+22.0(+1.68%)","1,334.0","262,984"
"8359","八十二銀行","東P","988.5","-16.5(-1.64%)","988.5","488,089"
"8360","山梨中央銀行","東P","2199","-52.0(-2.31%)","2,199.0","72,090"
"8361","大垣共立銀行","東P","2276","+18.0(+0.80%)","2,276.0","95,209"
"8362","福井銀行","東P","1884","-21.0(-1.10%)","1,884.0","45,489"
"8364","清水銀行","東P","1547","+1.0(+0.06%)","1,547.0","18,009"
"8366","滋賀銀行","東P","4780","-20.0(-0.42%)","4,780.0","253,771"
"8367","南都銀行","東P","3635","+5.0(+0.14%)","3,635.0","120,048"
"8368","百五銀行","東P","711","-2.0(-0.28%)","711.0","180,679"
"8370","紀陽銀行","東P","2233","-22.0(-0.98%)","2,233.0","150,281"
"8377","ほくほくＦＧ","東P","2163.0","-53.5(-2.41%)","2,163.0","267,041"
"8381","山陰合同銀行","東P","1270","-10.0(-0.78%)","1,270.0","199,361"
"8386","百十四銀行","東P","3415","-35.0(-1.01%)","3,415.0","97,771"
"8387","四国銀行","東P","1196","-10.0(-0.83%)","1,196.0","51,308"
"8388","阿波銀行","東P","2788","-22.0(-0.78%)","2,788.0","114,420"
"8392","大分銀行","東P","3460","-5.0(-0.14%)","3,460.0","55,338"
"8393","宮崎銀行","東P","3445","+30.0(+0.88%)","3,445.0","60,747"
"8395","佐賀銀行","東P","2261","-34.0(-1.48%)","2,261.0","38,744"
"8399","琉球銀行","東P","1170","-20.0(-1.68%)","1,170.0","50,437"
"8410","セブン銀行","東P","304.5","-1.2(-0.39%)","304.5","359,099"
"8411","みずほＦＧ","東P","4450.0","+30.0(+0.68%)","4,450.0","11,299,662"
"8418","山口ＦＧ","東P","1671.5","-28.5(-1.68%)","1,671.5","392,414"
"8424","芙蓉総合リース","東P","11325.0","-20.0(-0.18%)","11,325.0","343,009"
"8425","みずほリース","東P","1031","-6.0(-0.58%)","1,031.0","291,429"
"8439","東京センチュリー","東P","1472.5","-10.0(-0.67%)","1,472.5","724,637"
"8473","ＳＢＩ　ＨＬＤＧ","東P","4595.0","+116.0(+2.59%)","4,595.0","1,391,395"
"8511","日本証券金融","東P","1806","-8.0(-0.44%)","1,806.0","158,928"
"8515","アイフル","東P","348","-5.0(-1.42%)","348.0","168,648"
"8522","名古屋銀行","東P","7580","-140.0(-1.81%)","7,580.0","124,733"
"8524","北洋銀行","東P","497","-2.0(-0.40%)","497.0","198,333"
"8541","愛媛銀行","東P","1112","-7.0(-0.63%)","1,112.0","43,843"
"8544","京葉銀行","東P","833","-1.0(-0.12%)","833.0","109,479"
"8550","栃木銀行","東P","308","-1.0(-0.32%)","308.0","33,759"
"8551","北日本銀行","東P","3545","+30.0(+0.85%)","3,545.0","31,174"
"8558","東和銀行","東P","658","-4.0(-0.60%)","658.0","24,465"
"8566","リコーリース","東P","5250","-20.0(-0.38%)","5,250.0","164,027"
"8570","イオンフィナンシャルサービス","東P","1258.0","-14.0(-1.10%)","1,258.0","271,741"
"8584","ジャックス","東P","3965","+35.0(+0.89%)","3,965.0","139,089"
"8585","オリエントコーポレーション","東P","815","+1.0(+0.12%)","815.0","140,084"
"8591","オリックス","東P","3092.0","+20.0(+0.65%)","3,092.0","3,595,879"
"8593","三菱ＨＣキャピタル","東P","1003.0","-5.0(-0.50%)","1,003.0","1,471,313"
"8595","ジャフコ　グループ","東P","2291.5","+26.0(+1.15%)","2,291.5","128,461"
"8600","トモニＨＬＤＧ","東P","513","-6.0(-1.16%)","513.0","99,282"
"8601","大和証券グループ本社","東P","1067.5","+2.0(+0.19%)","1,067.5","1,675,312"
"8604","野村ＨＬＤＧ","東P","1019.5","-2.0(-0.20%)","1,019.5","3,225,252"
